,,,,,,,,,,,,,,,,,,
,Use overview sheet to select carrier and module ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,TE0705_REV04,,,,,,,,B2B,,TE0713_REV03,,,,,,Carrier + Module (PCB only)
,Index,Conn Pin name,Desig.,Pin,intermediate,Carrier Net Name,#netname,C. Trace Length (mm),others,pin c,pin m,others,intermediate,Module Net Name,#netname,FPGA Pin,M. Trace Length (mm),Total trace length (mm)
,24,B2B-IO-G7_ETH-MDIO3_MGT-RX,JB1,23,---,PHY_MDI3_N,2,29.4493,J14-9,JB1-23,JM1-24,---,---,B13_L5_P,2,Y13,28.9067,58.356
,25,B2B-IO-G5_MIO_SD-CMD_MGT-RX,JB1,26,---,SD_CMD,2,27.1443,U2-4,JB1-26,JM1-25,---,---,B13_L10_P,2,V10,31.8548,58.9991
,26,B2B-GND,JB1,25,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,27,B2B-IO-G5_MIO_SD-CLK_MGT-RX,JB1,28,---,SD_CLK,2,1.4577,R44-1,JB1-28,JM1-27,---,---,B13_L10_N,2,W10,32.2882,33.7459
,28,B2B-SC_EN1,JB1,27,---,EN1,2,99.3759,U14-53,JB1-27,JM1-28,U3-11,---,EN1,4,--,81.8184,181.1943
,29,B2B-GND,JB1,30,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,30,B2B-SC_PGOOD,JB1,29,---,PGOOD,2,85.8359,U14-27,JB1-29,JM1-30,U3-12,---,PGOOD,2,--,73.4479,159.2838
,31,B2B-IO-G1,JB1,32,---,X0,2,6.3708,R20-8,JB1-32,JM1-31,---,---,B16_L22_P,2,E22,23.1053,29.4761
,32,B2B-SC_BOOTMODE,JB1,31,---,MODE,2,85.6455,U14-28,JB1-31,JM1-32,U3-13,---,MODE,2,--,73.7598,159.4053
,33,B2B-IO-G1,JB1,34,---,X1,2,6.495,R20-7,JB1-34,JM1-33,---,---,B16_L22_N,2,D22,22.4887,28.9837
,34,B2B-GND,JB1,33,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,35,B2B-IO-G1,JB1,36,---,X2,2,6.6193,R20-6,JB1-36,JM1-35,---,---,B16_L24_N,2,G22,25.0472,31.6665
,36,B2B-IO-G1,JB1,35,---,IOA11,2,45.0096,J11-16,JB1-35,JM1-36,---,---,B16_L16_P,2,B20,14.685,59.6946
,37,B2B-IO-G1,JB1,38,---,X3,2,6.7436,R20-5,JB1-38,JM1-37,---,---,B16_L24_P,2,G21,25.081,31.8246
,38,B2B-IO-G1,JB1,37,---,IOA10,2,47.2,J11-15,JB1-37,JM1-38,---,---,B16_L16_N,2,A20,14.4692,61.6692
,39,B2B-PWR_M2,JB1,40,---,VIOB,4,---,---,---,---,---,---,---,---,---,---,---
,40,B2B-IO-G1,JB1,39,---,IOB11,2,52.9,J13-16,JB1-39,JM1-40,---,---,B16_L19_N,2,C20,19.8416,72.7416
,41,B2B-IO-G1,JB1,42,---,IOA13,2,47.7629,J11-18,JB1-42,JM1-41,---,---,B16_L23_P,2,E21,28.6069,76.3698
,42,B2B-IO-G1,JB1,41,---,IOB10,2,54.7903,J13-15,JB1-41,JM1-42,---,---,B16_L19_P,2,D20,20.2102,75.0005
,43,B2B-IO-G1,JB1,44,---,IOA1,2,41.7809,J11-6,JB1-44,JM1-43,---,---,B16_L23_N,2,D21,28.9737,70.7546
,44,B2B-GND,JB1,43,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,45,B2B-IO-G1,JB1,46,---,IOA12,2,49.3796,J11-17,JB1-46,JM1-45,---,---,B16_L15_P,2,F18,26.1749,75.5545
,46,B2B-IO-G1,JB1,45,---,IOA9,2,41.0975,J11-14,JB1-45,JM1-46,---,---,B16_L17_N,2,A19,15.975,57.0725
,47,B2B-IO-G1,JB1,48,---,IOB16,2,59.8571,J13-21,JB1-48,JM1-47,---,---,B16_L15_N,2,E18,26.459,86.3161
,48,B2B-IO-G1,JB1,47,---,IOA8,2,43.2956,J11-13,JB1-47,JM1-48,---,---,B16_L17_P,2,A18,14.9813,58.2769
,49,B2B-IO-G1,JB1,50,---,IOB15,2,55.4699,J13-20,JB1-50,JM1-49,---,---,B16_L20_P,2,C22,25.3676,80.8375
,50,B2B-IO-G1,JB1,49,---,IOB9,2,48.9825,J13-14,JB1-49,JM1-50,---,---,B16_L18_N,2,F20,22.8488,71.8313
,51,B2B-IO-G1,JB1,52,---,IOB14,2,57.2586,J13-19,JB1-52,JM1-51,---,---,B16_L20_N,2,B22,24.6645,81.9231
,52,B2B-IO-G1,JB1,51,---,IOB8,2,50.8539,J13-13,JB1-51,JM1-52,---,---,B16_L18_P,2,F19,22.8654,73.7193
,53,B2B-GND,JB1,54,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,54,B2B-GND,JB1,53,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,55,B2B-IO-G1,JB1,56,---,IOB13,2,52.6227,J13-18,JB1-56,JM1-55,---,---,B16_L21_P,2,B21,24.3044,76.9271
,56,B2B-IO-G1,JB1,55,---,IOA7,2,37.183,J11-12,JB1-55,JM1-56,---,---,B16_L9_N,2,A16,14.6486,51.8316
,57,B2B-IO-G1,JB1,58,---,IOB12,2,57.0196,J13-17,JB1-58,JM1-57,---,---,B16_L21_N,2,A21,23.7001,80.7197
,58,B2B-IO-G1,JB1,57,---,IOA6,2,39.3122,J11-11,JB1-57,JM1-58,---,---,B16_L9_P,2,A15,14.3986,53.7108
,59,B2B-IO-G1,JB1,60,---,NetJB1_60,1,---,---,JB1-60,JM1-59,---,---,B16_L13_P,2,C18,24.4513,---
,60,B2B-IO-G1,JB1,59,---,IOB7,2,45.0164,J13-12,JB1-59,JM1-60,---,---,B16_L7_N,2,B16,17.4789,62.4953
,61,B2B-IO-G1,JB1,62,---,NetJB1_62,1,---,---,JB1-62,JM1-61,---,---,B16_L13_N,2,C19,24.8747,---
,62,B2B-IO-G1,JB1,61,---,IOB6,2,46.9023,J13-11,JB1-61,JM1-62,---,---,B16_L7_P,2,B15,18.3649,65.2672
,63,B2B-GND,JB1,64,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,64,B2B-GND,JB1,63,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,65,B2B-IO-G1,JB1,66,---,NetJB1_66,1,---,---,JB1-66,JM1-65,---,---,B16_L14_P,2,E19,26.7553,---
,66,B2B-IO-G1,JB1,65,---,NetJB1_65,1,---,---,JB1-65,JM1-66,---,---,B16_L11_P,2,B17,21.7374,---
,67,B2B-IO-G1,JB1,68,---,NetJB1_68,1,---,---,JB1-68,JM1-67,---,---,B16_L14_N,2,D19,26.914,---
,68,B2B-IO-G1,JB1,67,---,NetJB1_67,1,---,---,JB1-67,JM1-68,---,---,B16_L11_N,2,B18,21.8541,---
,69,B2B-IO-G1,JB1,70,---,IOB2,2,51.06,J13-7,JB1-70,JM1-69,---,---,B16_L3_N,2,C15,24.9418,76.0018
,70,B2B-IO-G1,JB1,69,---,IOA5,2,32.2851,J11-10,JB1-69,JM1-70,---,---,B16_L10_N,2,A14,16.3784,48.6635
,71,B2B-IO-G1,JB1,72,---,X4,2,5.5181,R21-8,JB1-72,JM1-71,---,---,B16_L3_P,2,C14,24.6484,30.1665
,72,B2B-IO-G1,JB1,71,---,IOA4,2,34.617,J11-9,JB1-71,JM1-72,---,---,B16_L10_P,2,A13,16.8752,51.4922
,73,B2B-GND,JB1,74,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,74,B2B-GND,JB1,73,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,75,B2B-IO-G1,JB1,76,---,NetJB1_76,1,---,---,JB1-76,JM1-75,---,---,B16_L12_P,2,D17,27.7721,---
,76,B2B-IO-G1,JB1,75,---,IOB5,2,40.1166,J13-10,JB1-75,JM1-76,---,---,B16_L5_N,2,D16,24.6004,64.717
,77,B2B-IO-G1,JB1,78,---,NetJB1_78,1,---,---,JB1-78,JM1-77,---,---,B16_L12_N,2,C17,27.8558,---
,78,B2B-IO-G1,JB1,77,---,IOB4,2,42.1151,J13-9,JB1-77,JM1-78,---,---,B16_L5_P,2,E16,25.0479,67.163
,79,B2B-PWR_VBAT,JB1,80,---,VBAT,2,---,---,---,---,---,---,---,---,---,---,---
,80,B2B-IO-G1,JB1,79,---,IOB3,2,44.3083,J13-8,JB1-79,JM1-80,---,---,B16_L2_N,2,E17,27.4572,71.7655
,81,B2B-IO-G1,JB1,82,---,X5,2,5.9395,R21-7,JB1-82,JM1-81,---,---,B16_L8_N,2,B13,24.0662,30.0057
,82,B2B-IO-G1,JB1,81,---,IOA3,2,35.0625,J11-8,JB1-81,JM1-82,---,---,B16_L2_P,2,F16,29.0779,64.1404
,83,B2B-IO-G1,JB1,84,---,X6,3,69.6356,U14-19,JB1-84,JM1-83,---,---,B16_L8_P,2,C13,24.2996,93.9352
,84,B2B-GND,JB1,83,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,85,B2B-IO-G6_MIO_UART-TX,JB1,86,MIO15 --> R30 --> ,NetD12_1,3,79.8594,J1-5,JB1-86,JM1-85,---,---,B14_L18_N,2,U18,49.4041,129.2635
,86,B2B-IO-G1,JB1,85,---,NetJB1_85,1,---,---,JB1-85,JM1-86,---,---,B16_L6_N,2,D15,25.6729,---
,87,B2B-IO-G6_MIO,JB1,88,MIO0 --> R30 --> ,NetD11_4,3,151.3184,J1-11,JB1-88,JM1-87,---,---,B14_L18_P,2,U17,48.8473,200.1657
,88,B2B-IO-G1,JB1,87,---,IOA2,2,36.379,J11-7,JB1-87,JM1-88,---,---,B16_L6_P,2,D14,26.0038,62.3828
,89,B2B-JTAGSEL,JB1,90,---,JTAGMODE,3,74.8961,U14-58,JB1-90,JM1-89,U3-26,---,JTAGEN,2,--,52.8347,127.7308
,90,B2B-GND,JB1,89,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,91,B2B-IO-G6_MIO,JB1,92,MIO9 --> R30 --> ,NetD11_3,3,29.5912,J1-9,JB1-92,JM1-91,---,---,B14_L9_P,2,Y21,55.582,85.1732
,92,B2B-IO-G6_MIO_UART-RX,JB1,91,MIO14 --> R29 --> ,NetD12_4,3,104.2025,J1-7,JB1-91,JM1-92,---,---,B14_L24_P,2,P19,57.6592,161.8617
,93,B2B-IO-G6_MIO,JB1,94,MIO11 --> R30 --> ,NetD12_6,3,79.6838,J1-8,JB1-94,JM1-93,---,---,B14_L9_N,2,Y22,55.5631,135.2469
,94,B2B-IO-G1,JB1,93,---,IOB0,2,42.6658,J13-5,JB1-93,JM1-94,---,---,B16_L4_N,2,E14,25.9582,68.624
,95,B2B-IO-G6_MIO,JB1,96,MIO10 --> R29 --> ,NetD11_1,3,81.7551,J1-10,JB1-96,JM1-95,---,---,B14_L4_P,2,T21,55.9667,137.7218
,96,B2B-IO-G1,JB1,95,---,IOB1,2,39.0363,J13-6,JB1-95,JM1-96,---,---,B16_L4_P,2,E13,26.2187,65.255
,97,B2B-IO-G6_MIO,JB1,98,MIO13 --> R29 --> ,NetD11_6,3,82.2913,J1-12,JB1-98,JM1-97,---,---,B14_L4_N,2,U21,55.6373,137.9286
,98,B2B-IO-G1,JB1,97,---,NetJB1_97,1,---,---,JB1-97,JM1-98,---,---,B16_L1_N,2,F14,27.8066,---
,99,B2B-IO-G6_MIO,JB1,100,---,MIO12,3,71.0739,U1-2,JB1-100,JM1-99,---,---,B14_L24_N,2,R19,56.8414,127.9153
,100,B2B-IO-G1,JB1,99,---,IOA0,2,27.8034,J11-5,JB1-99,JM1-100,---,---,B16_L1_P,2,F13,26.7563,54.5597
,101,B2B-VCCIOB,JB2,2,---,VIOTB,38,---,---,---,---,---,---,---,---,---,---,---
,102,B2B-PWR_1,JB2,1,---,5V0,27,---,---,---,---,---,---,---,---,---,---,---
,103,B2B-VCCIOB,JB2,4,---,VIOTB,38,---,---,---,---,---,---,---,---,---,---,---
,104,B2B-PWR_1,JB2,3,---,5V0,27,---,---,---,---,---,---,---,---,---,---,---
,105,B2B-VCCIOC,JB2,6,---,VIOTB,38,---,---,---,---,---,---,---,---,---,---,---
,106,B2B-PWR_1,JB2,5,---,5V0,27,---,---,---,---,---,---,---,---,---,---,---
,107,B2B-VCCIOD,JB2,8,---,VIOTB,38,---,---,---,---,---,---,---,---,---,---,---
,108,B2B-PWR_1,JB2,7,---,5V0,27,---,---,---,---,---,---,---,---,---,---,---
,109,B2B-VCCIOD,JB2,10,---,VIOTB,38,---,---,---,---,---,---,---,---,---,---,---
,110,B2B-PWR_M1,JB2,9,---,3.3VOUT,14,---,---,---,---,---,---,---,---,---,---,---
,111,B2B-IO-G3,JB2,12,---,IOB17,2,65.9381,J13-22,JB2-12,JM2-11,---,---,B13_L2_N,2,AB17,4.1806,70.1187
,112,B2B-PWR_M1,JB2,11,---,3.3VOUT,14,---,---,---,---,---,---,---,---,---,---,---
,113,B2B-IO-G3,JB2,14,---,IOA14,2,54.8232,J11-19,JB2-14,JM2-13,---,---,B13_L2_P,2,AB16,4.1991,59.0223
,114,B2B-IO-G3,JB2,13,---,NetJB2_13,1,---,---,JB2-13,JM2-14,---,---,B13_L1_P,2,Y16,10.6863,---
,115,B2B-IO-G3,JB2,16,---,IOA15,2,52.9602,J11-20,JB2-16,JM2-15,---,---,B13_L4_P,2,AA15,4.9779,57.9381
,116,B2B-IO-G3,JB2,15,---,NetJB2_15,1,---,---,JB2-15,JM2-16,---,---,B13_L1_N,2,AA16,9.0983,---
,117,B2B-IO-G3,JB2,18,---,IOB18,2,63.3144,J13-23,JB2-18,JM2-17,---,---,B13_L4_N,2,AB15,4.1356,67.45
,118,B2B-SC_nRST,JB2,17,---,RESIN,2,109.7361,U14-54,JB2-17,JM2-18,U3-16,---,RESIN,2,--,16.7658,126.5019
,119,B2B-PWR_M3/NC,JB2,20,---,NetJB2_20,1,---,---,JB2-20,JM2-19,---,---,DDR_PWR,99,AA7,198.5409,---
,120,B2B-GND,JB2,19,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,121,B2B-IO-G3,JB2,22,PA3_P --> R37 --> ,NetD17_3,3,41.6047,J5-5,JB2-22,JM2-21,---,---,B13_L12_P,2,W11,10.5289,52.1336
,122,B2B-IO-G3,JB2,21,PA0_N --> R49 --> ,NetD16_4,3,34.9063,J5-3,JB2-21,JM2-22,---,---,B13_L14_P,2,U15,14.2839,49.1902
,123,B2B-IO-G3,JB2,24,PA3_N --> R37 --> ,NetD17_4,3,41.6938,J5-7,JB2-24,JM2-23,---,---,B13_L12_N,2,W12,10.8616,52.5554
,124,B2B-IO-G3,JB2,23,PA0_P --> R49 --> ,NetD16_3,3,33.0069,J5-1,JB2-23,JM2-24,---,---,B13_L14_N,2,V15,14.1309,47.1378
,125,B2B-IO-G3,JB2,26,PA2_P --> R37 --> ,NetD17_1,3,33.0422,J5-6,JB2-26,JM2-25,---,---,B13_L11_P,2,Y11,9.0731,42.1153
,126,B2B-IO-G3,JB2,25,PA1_N --> R49 --> ,NetD16_6,3,26.634,J5-4,JB2-25,JM2-26,---,---,B13_L13_P,2,V13,13.5252,40.1592
,127,B2B-IO-G3,JB2,28,PA2_N --> R37 --> ,NetD17_6,3,33.101,J5-8,JB2-28,JM2-27,---,---,B13_L11_N,2,Y12,9.6474,42.7484
,128,B2B-IO-G3,JB2,27,PA1_P --> R49 --> ,NetD16_1,3,28.4548,J5-2,JB2-27,JM2-28,---,---,B13_L13_N,2,V14,13.813,42.2678
,129,B2B-GND,JB2,30,---,NetJB2_30,1,---,---,JB2-30,JM2-29,---,---,NetJM2_29,1,--,---,---
,130,B2B-GND,JB2,29,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,131,B2B-IO-G3,JB2,32,---,IOA16,2,49.7568,J11-21,JB2-32,JM2-31,---,---,B13_L7_N,2,AB12,5.4578,55.2146
,132,B2B-IO-G4,JB2,31,PB0_P --> R50 --> ,NetD21_3,3,52.0135,J6-8,JB2-31,JM2-32,---,---,B15_L9_N,2,K22,29.7975,81.811
,133,B2B-IO-G3,JB2,34,---,IOB28,2,61.0927,J13-33,JB2-34,JM2-33,---,---,B13_L7_P,2,AB11,5.008,66.1007
,134,B2B-IO-G4,JB2,33,PB0_N --> R50 --> ,NetD21_4,3,51.2202,J6-6,JB2-33,JM2-34,---,---,B15_L9_P,2,K21,29.6793,80.8995
,135,B2B-IO-G3,JB2,36,---,IOA17,2,45.5227,J11-22,JB2-36,JM2-35,---,---,B13_L8_N,2,AB10,6.5361,52.0588
,136,B2B-IO-G4,JB2,35,---,IOB26,2,59.4981,J13-31,JB2-35,JM2-36,---,---,B15_L8_N,2,G20,30.7093,90.2074
,137,B2B-IO-G3,JB2,38,---,IOB24,2,61.1496,J13-29,JB2-38,JM2-37,---,---,B13_L8_P,2,AA9,6.7047,67.8543
,138,B2B-IO-G4,JB2,37,---,NetJB2_37,1,---,---,JB2-37,JM2-38,---,---,B15_L8_P,2,H20,31.5785,---
,139,B2B-GND,JB2,40,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,140,B2B-GND,JB2,39,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,141,B2B-IO-G4,JB2,42,---,IOB25,2,57.294,J13-30,JB2-42,JM2-41,---,---,B15_L23_P,2,L16,22.3652,79.6592
,142,B2B-IO-G4,JB2,41,PB1_P --> R50 --> ,NetD21_1,3,46.2508,J6-7,JB2-41,JM2-42,---,---,B15_L7_N,2,H22,33.283,79.5338
,143,B2B-IO-G4,JB2,44,---,IOB19,2,53.6196,J13-24,JB2-44,JM2-43,---,---,B15_L23_N,2,K16,22.9216,76.5412
,144,B2B-IO-G4,JB2,43,PB1_N --> R50 --> ,NetD21_6,3,45.4868,J6-5,JB2-43,JM2-44,---,---,B15_L7_P,2,J22,33.9374,79.4242
,145,B2B-IO-G4,JB2,46,---,IOA24,2,49.3003,J11-29,JB2-46,JM2-45,---,---,B15_L19_P,2,K13,22.5634,71.8637
,146,B2B-IO-G4,JB2,45,PB3_P --> R38 --> ,NetD19_4,3,44.6129,J6-3,JB2-45,JM2-46,---,---,B15_L13_P,2,K18,28.5907,73.2036
,147,B2B-IO-G4,JB2,48,---,IOA18,2,45.4007,J11-23,JB2-48,JM2-47,---,---,B15_L19_N,2,K14,23.2805,68.6812
,148,B2B-IO-G4,JB2,47,PB3_N --> R38 --> ,NetD19_3,3,41.9932,J6-1,JB2-47,JM2-48,---,---,B15_L13_N,2,K19,29.3969,71.3901
,149,B2B-GND,JB2,50,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,150,B2B-GND,JB2,49,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,151,B2B-IO-G4,JB2,52,---,IOA19,2,41.0663,J11-24,JB2-52,JM2-51,---,---,B15_L11_P,2,J20,30.3671,71.4334
,152,B2B-IO-G4,JB2,51,PB2_N --> R38 --> ,NetD19_1,3,33.4899,J6-2,JB2-51,JM2-52,---,---,B15_L14_P,2,L19,30.8727,64.3626
,153,B2B-IO-G4,JB2,54,---,IOA25,2,44.9165,J11-30,JB2-54,JM2-53,---,---,B15_L11_N,2,J21,29.8978,74.8143
,154,B2B-IO-G4,JB2,53,PB2_P --> R38 --> ,NetD19_6,3,33.5856,J6-4,JB2-53,JM2-54,---,---,B15_L14_N,2,L20,30.9316,64.5172
,155,B2B-IO-G4,JB2,56,---,IOB21,2,48.5642,J13-26,JB2-56,JM2-55,---,---,B15_L3_P,2,J14,25.0069,73.5711
,156,B2B-IO-G4,JB2,55,---,IOB34,2,51.8016,J13-39,JB2-55,JM2-56,---,---,B15_L12_P,2,J19,32.2693,84.0709
,157,B2B-IO-G4,JB2,58,---,IOB22,2,56.2982,J13-27,JB2-58,JM2-57,---,---,B15_L3_N,2,H14,25.735,82.0332
,158,B2B-IO-G4,JB2,57,---,IOB35,2,48.3049,J13-40,JB2-57,JM2-58,---,---,B15_L12_N,2,H19,31.9419,80.2468
,159,B2B-GND,JB2,60,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,160,B2B-GND,JB2,59,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,161,B2B-IO-G4,JB2,62,---,IOA22,2,45.3362,J11-27,JB2-62,JM2-61,---,---,B15_L17_N,2,N19,28.6783,74.0145
,162,B2B-IO-G4,JB2,61,---,IOA34,2,40.395,J11-39,JB2-61,JM2-62,---,---,B15_L10_N,2,L21,35.4493,75.8443
,163,B2B-IO-G4,JB2,64,---,IOA20,2,39.5677,J11-25,JB2-64,JM2-63,---,---,B15_L17_P,2,N18,27.4977,67.0654
,164,B2B-IO-G4,JB2,63,---,IOA35,2,36.3979,J11-40,JB2-63,JM2-64,---,---,B15_L10_P,2,M21,35.0088,71.4067
,165,B2B-IO-G4,JB2,66,---,IOA21,2,37.198,J11-26,JB2-66,JM2-65,---,---,B15_L16_P,2,M18,26.8377,64.0357
,166,B2B-IO-G4,JB2,65,---,IOB33,2,45.6288,J13-38,JB2-65,JM2-66,---,---,B15_L18_P,2,N20,30.6043,76.2331
,167,B2B-IO-G4,JB2,68,---,IOB20,2,46.1032,J13-25,JB2-68,JM2-67,---,---,B15_L16_N,2,L18,28.5076,74.6108
,168,B2B-IO-G4,JB2,67,---,IOA32,2,37.9342,J11-37,JB2-67,JM2-68,---,---,B15_L18_N,2,M20,32.2854,70.2196
,169,B2B-GND,JB2,70,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,170,B2B-GND,JB2,69,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,171,B2B-IO-G4,JB2,72,---,IOB23,2,42.2682,J13-28,JB2-72,JM2-71,---,---,B15_L1_P,2,H13,29.2209,71.4891
,172,B2B-IO-G4,JB2,71,---,IOA33,2,34.1875,J11-38,JB2-71,JM2-72,---,---,B15_L20_P,2,M13,29.3364,63.5239
,173,B2B-IO-G4,JB2,74,---,IOA23,2,33.6066,J11-28,JB2-74,JM2-73,---,---,B15_L1_N,2,G13,29.6784,63.285
,174,B2B-IO-G4,JB2,73,---,IOB32,2,45.9174,J13-37,JB2-73,JM2-74,---,---,B15_L20_N,2,L13,30.136,76.0534
,175,B2B-IO-G4,JB2,76,---,Y0,2,64.5359,U14-15,JB2-76,JM2-75,---,---,B15_L2_N,2,G16,31.9675,96.5034
,176,B2B-IO-G4,JB2,75,---,IOB31,2,42.5998,J13-36,JB2-75,JM2-76,---,---,B15_L15_P,2,N22,37.7262,80.326
,177,B2B-IO-G4,JB2,78,---,Y1,2,64.3275,U14-14,JB2-78,JM2-77,---,---,B15_L2_P,2,G15,32.5969,96.9244
,178,B2B-IO-G4,JB2,77,---,IOA31,2,32.4004,J11-36,JB2-77,JM2-78,---,---,B15_L15_N,2,M22,38.3605,70.7609
,179,B2B-GND,JB2,80,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,180,B2B-GND,JB2,79,---,GND,260,---,---,---,---,---,---,---,---,---,---,---
,181,B2B-IO-G4,JB2,82,---,Y2,2,63.0344,U14-13,JB2-82,JM2-81,---,---,B15_L4_P,2,G17,38.3671,101.4015
,182,B2B-IO-G4,JB2,81,---,IOA30,2,34.5807,J11-35,JB2-81,JM2-82,---,---,B15_L6_N,2,H18,38.5652,73.1459
,183,B2B-IO-G4,JB2,84,---,Y3,2,61.7052,U14-10,JB2-84,JM2-83,---,---,B15_L4_N,2,G18,37.4709,99.1761
,184,B2B-IO-G4,JB2,83,---,IOB30,2,43.1503,J13-35,JB2-83,JM2-84,---,---,B15_L6_P,2,H17,39.3473,82.4976
,185,B2B-IO-G4,JB2,86,---,Y4,2,61.1543,U14-9,JB2-86,JM2-85,---,---,B15_L5_N,2,H15,35.5115,96.6658
,186,B2B-IO-G4,JB2,85,---,IOA29,2,30.2091,J11-34,JB2-85,JM2-86,---,---,B15_L21_P,2,K17,36.2548,66.4639
